"iteration","pruning_methods: -1 - _step","pruning_methods: -1 - _step__MIN","pruning_methods: -1 - _step__MAX","pruning_methods: -1 - val_acc","pruning_methods: -1 - val_acc__MIN","pruning_methods: -1 - val_acc__MAX","pruning_methods: 5 - _step","pruning_methods: 5 - _step__MIN","pruning_methods: 5 - _step__MAX","pruning_methods: 5 - val_acc","pruning_methods: 5 - val_acc__MIN","pruning_methods: 5 - val_acc__MAX","pruning_methods: 4 - _step","pruning_methods: 4 - _step__MIN","pruning_methods: 4 - _step__MAX","pruning_methods: 4 - val_acc","pruning_methods: 4 - val_acc__MIN","pruning_methods: 4 - val_acc__MAX"
"71148","363","363","363","71.8875","71.34","72.11","363","363","363","73.785","73.23","74.33","363","363","363","72.11999999999999","71.57","72.63"
"71154","603","603","603","65.3325","65.17","65.49","603","603","603","67.98749999999998","67.53","68.71","603","603","603","61.655","61.16","62.44"
"71160","1779","1779","1779","42.839999999999996","40.28","44.64","1779","1779","1779","50.875","50.35","51.31","1779","1779","1779","25.01","24.5","25.37"
"71162","182","182","182","78.56","78.23","78.85","","","","","","","","","","","",""
"71200","1780","1780","1780","42.754999999999995","39.82","44.48","1780","1780","1780","51.005","50.84","51.47","1780","1780","1780","25.085","24.58","25.49"
"71240","1020.5","260","1781","59.191250000000004","39.94","75.95","1020.5","260","1781","63.80499999999999","50.28","77.48","1020.5","260","1781","51.05875","24.13","77.48"
"71272","604","604","604","65.3975","65.14","65.63","604","604","604","68.06","67.77","68.5","604","604","604","61.695","61.25","62.39"
"71280","1782","1782","1782","42.682500000000005","39.95","43.98","1782","1782","1782","50.8275","50.54","51.1","1782","1782","1782","24.980000000000004","24.21","25.5"
"71320","1783","1783","1783","42.82","39.85","44.47","1783","1783","1783","50.6925","50.2","50.99","1783","1783","1783","25.125","24.55","25.58"
"71344","364","364","364","71.75","71.47","72.15","364","364","364","73.83","73.13","74.42","364","364","364","72.2575","71.53","72.73"
"71360","1784","1784","1784","42.9975","40.39","44.24","1784","1784","1784","50.662499999999994","49.83","51.11","1784","1784","1784","24.922500000000003","24.14","25.39"
"71390","605","605","605","65.355","65.29","65.42","605","605","605","68.0025","67.72","68.3","605","605","605","61.620000000000005","61.08","62.52"
"71400","1785","1785","1785","42.94499999999999","40.45","44.53","1785","1785","1785","50.91","50.05","51.3","1785","1785","1785","25.159999999999997","24.46","25.62"
"71440","1786","1786","1786","42.895","40.21","44.55","1786","1786","1786","51.035","50.42","51.39","1786","1786","1786","25.0625","24.67","25.59"
"71480","1787","1787","1787","42.88","40.4","44.4","1787","1787","1787","50.9625","50.21","51.47","1787","1787","1787","24.755000000000003","24.15","25.4"
"71508","606","606","606","65.35249999999999","65.12","65.53","606","606","606","68.005","67.75","68.47","606","606","606","61.7","61.09","62.5"
"71514","261","261","261","75.3975","75.15","75.83","261","261","261","76.94","76.44","77.54","261","261","261","77.045","76.81","77.27"
"71520","1788","1788","1788","43.1725","40.6","44.74","1788","1788","1788","50.834999999999994","50.36","51.31","1788","1788","1788","24.8425","23.99","25.51"
"71540","365","365","365","71.67999999999999","71.18","72.02","365","365","365","73.8575","73.33","74.24","365","365","365","72.115","71.36","72.82"
"71553","183","183","183","78.53","78.07","79.07","","","","","","","","","","","",""
"71560","1789","1789","1789","43.0325","40.46","44.63","1789","1789","1789","50.70249999999999","50.19","51.11","1789","1789","1789","24.6075","24.01","25.15"
"71600","1790","1790","1790","43.029999999999994","40.48","44.72","1790","1790","1790","50.88","50.22","51.42","1790","1790","1790","24.730000000000004","24.01","25.15"
"71626","607","607","607","65.465","65.26","65.6","607","607","607","68.02749999999999","67.74","68.47","607","607","607","61.58","61.18","62.09"
"71640","1791","1791","1791","43.1625","40.68","44.78","1791","1791","1791","50.967499999999994","50.54","51.59","1791","1791","1791","24.8125","24.09","25.44"
"71680","1792","1792","1792","43.2775","40.99","44.94","1792","1792","1792","50.9525","50.4","51.68","1792","1792","1792","24.805000000000003","23.85","25.59"
"71720","1793","1793","1793","42.885","39.6","44.49","1793","1793","1793","50.785","50.06","51.58","1793","1793","1793","24.7875","24","25.73"
"71736","366","366","366","71.70750000000001","71.21","72.3","366","366","366","73.78999999999999","73.32","74.03","366","366","366","72.1975","71.4","72.75"
"71744","608","608","608","65.5025","65.35","65.73","608","608","608","67.9825","67.72","68.47","608","608","608","61.657500000000006","60.96","62.52"
"71760","1794","1794","1794","42.9025","39.87","44.65","1794","1794","1794","50.675","49.89","51.45","1794","1794","1794","24.9875","24.02","25.78"
"71788","262","262","262","75.4375","75.1","76.01","262","262","262","76.86","76.4","77.44","262","262","262","77.25","76.88","77.45"
"71800","1795","1795","1795","42.9725","40.3","44.42","1795","1795","1795","51.075","50.15","51.62","1795","1795","1795","24.8125","23.92","25.25"
"71840","1796","1796","1796","42.98","40.23","44.62","1796","1796","1796","50.71","50.43","50.84","1796","1796","1796","24.927500000000002","24.19","25.33"
"71862","609","609","609","65.4025","65.15","65.66","609","609","609","68.0175","67.71","68.48","609","609","609","61.487500000000004","60.81","62.29"
"71880","1797","1797","1797","43.065","40.25","44.7","1797","1797","1797","51.115","50.82","51.37","1797","1797","1797","25.112499999999997","24.22","25.66"
"71920","1798","1798","1798","42.765","40.19","44.35","1798","1798","1798","50.9875","50.63","51.29","1798","1798","1798","24.997500000000002","24.1","25.57"
"71932","367","367","367","71.76","71.28","72.35","367","367","367","73.8825","73.3","74.26","367","367","367","72.2125","71.36","72.8"
"71944","184","184","184","78.48","78.23","78.71","","","","","","","","","","","",""
"71960","1799","1799","1799","43","40.49","44.74","1799","1799","1799","50.8375","50.48","51.42","1799","1799","1799","25.005000000000003","23.93","25.61"
"71980","610","610","610","65.435","65.28","65.61","610","610","610","67.97500000000001","67.75","68.59","610","610","610","61.6125","61.08","62.27"
"72000","1800","1800","1800","43.099999999999994","40.42","44.88","1800","1800","1800","50.692499999999995","50.11","51.46","1800","1800","1800","24.925","24.16","25.67"
"72040","1801","1801","1801","43.07","40.02","45.1","1801","1801","1801","50.987500000000004","50.47","51.61","1801","1801","1801","25.002499999999998","23.78","25.97"
"72062","263","263","263","75.405","75.12","76.03","263","263","263","76.88000000000001","76.23","77.62","263","263","263","77.125","76.8","77.47"
"72080","1802","1802","1802","43.292500000000004","40.19","45.03","1802","1802","1802","50.9025","50.27","51.52","1802","1802","1802","24.860000000000003","23.64","26.01"
"72098","611","611","611","65.4475","65.35","65.49","611","611","611","68.0475","67.81","68.59","611","611","611","61.7025","61.07","62.57"
"72120","1803","1803","1803","43.175","40.18","44.89","1803","1803","1803","51.114999999999995","50.73","51.4","1803","1803","1803","25.0925","23.89","25.98"
"72128","368","368","368","71.82749999999999","71.48","72.15","368","368","368","73.8","73.35","74.01","368","368","368","72.16999999999999","71.53","72.74"
"72160","1804","1804","1804","43.099999999999994","40.23","44.44","1804","1804","1804","51.072500000000005","50.59","51.62","1804","1804","1804","24.9625","23.8","25.94"
"72200","1805","1805","1805","43.129999999999995","40.51","44.15","1805","1805","1805","50.865","50.71","51.25","1805","1805","1805","24.8075","24.03","25.33"
"72216","612","612","612","65.4325","65.34","65.54","612","612","612","68.08749999999999","67.85","68.61","612","612","612","61.6575","61.05","62.48"
"72240","1806","1806","1806","42.955000000000005","40.4","44.28","1806","1806","1806","50.925","50.55","51.4","1806","1806","1806","24.83","23.98","25.48"
"72280","1807","1807","1807","42.9475","40.65","44.32","1807","1807","1807","50.825","50.61","51.12","1807","1807","1807","24.735","23.89","25.33"
"72320","1808","1808","1808","42.980000000000004","40.68","44.57","1808","1808","1808","50.9225","50.81","51.03","1808","1808","1808","24.8325","24.38","25.43"
"72324","369","369","369","71.86500000000001","71.27","72.26","369","369","369","73.82","73.43","74.09","369","369","369","72.0875","71.41","72.54"
"72334","613","613","613","65.435","65.33","65.6","613","613","613","67.99","67.75","68.69","613","613","613","61.67249999999999","61.04","62.39"
"72335","185","185","185","78.4725","78.12","78.86","","","","","","","","","","","",""
"72336","264","264","264","75.4825","75.22","75.79","264","264","264","76.8925","76.38","77.5","264","264","264","77.1875","76.89","77.62"
"72360","1809","1809","1809","42.94","40.6","44.31","1809","1809","1809","50.894999999999996","50.58","51.24","1809","1809","1809","24.9625","24.24","25.37"
"72400","1810","1810","1810","43.0825","40.34","44.53","1810","1810","1810","50.8425","50.37","51.46","1810","1810","1810","25.074999999999996","24.29","25.55"
"72440","1811","1811","1811","42.8525","40.54","43.99","1811","1811","1811","51.0225","50.56","51.6","1811","1811","1811","25.259999999999998","24.46","25.72"
"72452","614","614","614","65.42","65.25","65.6","614","614","614","68.135","67.86","68.84","614","614","614","61.6175","61.16","62.27"
"72480","1812","1812","1812","43.08","40.78","44.23","1812","1812","1812","51.25000000000001","50.68","51.46","1812","1812","1812","25","24.53","25.58"
"72520","1091.5","370","1813","57.46875","40.64","72.46","1091.5","370","1813","62.496249999999996","50.46","74.15","1091.5","370","1813","48.730000000000004","24.67","72.63"
"72560","1814","1814","1814","43.05","40.69","44.42","1814","1814","1814","51.285000000000004","50.47","51.93","1814","1814","1814","25.42","24.61","25.82"
"72570","615","615","615","65.39","65.14","65.62","615","615","615","67.98750000000001","67.51","68.54","615","615","615","61.6575","61.08","62.39"
"72600","1815","1815","1815","42.902499999999996","40.48","43.96","1815","1815","1815","51.1075","50.31","51.6","1815","1815","1815","25.295","24.56","25.76"
"72610","265","265","265","75.5","75.18","76","265","265","265","76.8325","76.31","77.46","265","265","265","77.1","76.76","77.34"
"72640","1816","1816","1816","42.9225","40.57","44.16","1816","1816","1816","51.37","50.65","51.65","1816","1816","1816","25.07","24.38","25.41"
"72680","1817","1817","1817","42.83","40.79","43.81","1817","1817","1817","51.362500000000004","50.82","51.65","1817","1817","1817","25.317500000000003","24.69","25.66"
"72688","616","616","616","65.39249999999998","65.33","65.46","616","616","616","67.95750000000001","67.65","68.5","616","616","616","61.6275","61.13","62.24"
"72716","371","371","371","71.7825","71.22","72.18","371","371","371","73.8125","73.29","74.12","371","371","371","72.2075","71.47","72.74"
"72720","1818","1818","1818","42.8625","40.32","44.41","1818","1818","1818","51.4325","50.66","51.85","1818","1818","1818","25.335","24.63","26.12"
"72726","186","186","186","78.5175","78.33","78.81","","","","","","","","","","","",""
"72760","1819","1819","1819","42.92","40.51","44.27","1819","1819","1819","51.3675","50.61","51.86","1819","1819","1819","25.2275","24.52","25.72"
"72800","1820","1820","1820","43.19","40.98","44.5","1820","1820","1820","51.315","50.75","51.66","1820","1820","1820","25.4125","24.62","25.91"
"72806","617","617","617","65.39","65.28","65.52","617","617","617","67.96000000000001","67.66","68.4","617","617","617","61.5775","61.03","62.29"
"72840","1821","1821","1821","43.144999999999996","40.39","44.64","1821","1821","1821","51.28","50.85","51.87","1821","1821","1821","25.502499999999998","24.75","26.04"
"72880","1822","1822","1822","43.305","40.98","44.81","1822","1822","1822","51.2975","50.69","51.83","1822","1822","1822","25.315","24.34","25.94"
"72884","266","266","266","75.4725","75.27","75.91","266","266","266","76.86250000000001","76.47","77.45","266","266","266","77.175","76.86","77.46"
"72912","372","372","372","71.825","71.42","72.42","372","372","372","73.94500000000001","73.44","74.23","372","372","372","72.155","71.61","72.58"
"72920","1823","1823","1823","43.1575","40.14","44.61","1823","1823","1823","51.185","50.84","51.53","1823","1823","1823","25.325","24.19","25.85"
"72924","618","618","618","65.405","65.35","65.5","618","618","618","67.9225","67.68","68.36","618","618","618","61.71","61.21","62.52"
"72960","1824","1824","1824","43.1925","40.24","44.75","1824","1824","1824","51.21","50.55","51.82","1824","1824","1824","25.16","23.72","26.05"
"73000","1825","1825","1825","43.2625","40.58","44.75","1825","1825","1825","51.105000000000004","50.71","51.35","1825","1825","1825","25.227500000000003","24.37","25.82"
"73040","1826","1826","1826","43.357499999999995","40.78","45.05","1826","1826","1826","51.2375","50.61","51.59","1826","1826","1826","25.0875","24.3","25.52"
"73042","619","619","619","65.53500000000001","65.43","65.74","619","619","619","68.0375","67.78","68.43","619","619","619","61.7125","61.28","62.23"
"73080","1827","1827","1827","43.315000000000005","40.96","44.71","1827","1827","1827","51.135","50.66","51.45","1827","1827","1827","25.262500000000003","24.12","25.82"
"73108","373","373","373","71.9325","71.59","72.41","373","373","373","73.78999999999999","73.24","74.1","373","373","373","72.1925","71.3","72.74"
"73117","187","187","187","78.555","78.23","79.02","","","","","","","","","","","",""
"73120","1828","1828","1828","43.3375","41","44.54","1828","1828","1828","51.0225","50.56","51.28","1828","1828","1828","25.247500000000002","24.64","25.67"
"73158","267","267","267","75.57249999999999","75.3","76.11","267","267","267","76.8725","76.54","77.29","267","267","267","77.195","76.91","77.54"
"73160","1224.5","620","1829","54.31625","41.15","65.65","1224.5","620","1829","59.67125","50.87","68.48","1224.5","620","1829","43.49875","24.3","62.61"
"73200","1830","1830","1830","43.3525","41.29","44.55","1830","1830","1830","51.22","50.71","51.55","1830","1830","1830","25.237499999999997","24.38","25.68"
"73240","1831","1831","1831","43.1525","40.88","44.5","1831","1831","1831","51.3625","50.82","51.79","1831","1831","1831","25.1175","24.21","25.61"
"73278","621","621","621","65.435","65.31","65.76","621","621","621","67.935","67.7","68.4","621","621","621","61.75749999999999","61.23","62.4"
"73280","1832","1832","1832","42.940000000000005","39.98","44.42","1832","1832","1832","51.07","50.74","51.56","1832","1832","1832","25.177500000000002","24.35","25.76"
"73304","374","374","374","71.82249999999999","71.36","72.28","374","374","374","73.8925","73.33","74.17","374","374","374","72.14999999999999","71.45","72.61"
"73320","1833","1833","1833","42.974999999999994","39.89","44.59","1833","1833","1833","51.0925","50.82","51.32","1833","1833","1833","25.385","24.42","25.72"
"73360","1834","1834","1834","43.105","40.23","44.56","1834","1834","1834","51.275","50.85","51.77","1834","1834","1834","25.195","23.92","25.73"
"73396","622","622","622","65.545","65.36","65.72","622","622","622","68.025","67.72","68.47","622","622","622","61.6225","61.1","62.33"
